"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","ActivityEndDate","ActivityEndTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultStatusIdentifier","ResultValueTypeName"
"21NC01WQ","5/23/88","15:55:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","75","Final","Actual"
"21NC01WQ","10/10/79","11:50:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","5/5/89","10:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","64","Final","Actual"
"21NC01WQ","5/16/91","11:20:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","77","Final","Actual"
"21NC01WQ","4/22/91","14:10:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","37","Final","Actual"
"21NC01WQ","1/8/92","14:10:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","23","Final","Actual"
"21NC01WQ","7/15/92","14:00:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","65","Final","Actual"
"21NC01WQ","4/25/88","16:45:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","4/25/88","16:45:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","100","Final","Actual"
"21NC01WQ","7/18/91","13:10:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","73","Final","Actual"
"21NC01WQ","3/26/90","10:55:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","82","Final","Actual"
"21NC01WQ","5/10/83","11:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","122","Final","Actual"
"21NC01WQ","7/12/82","12:35:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","28","Final","Actual"
"21NC01WQ","11/4/82","11:55:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","42","Final","Actual"
"21NC01WQ","7/12/78","11:55:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","7","Final","Actual"
"21NC01WQ","4/20/90","10:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","75","Final","Actual"
"21NC01WQ","10/26/89","10:35:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","76","Final","Actual"
"21NC01WQ","9/15/82","10:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","100","Final","Actual"
"21NC01WQ","8/14/89","13:50:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","51","Final","Actual"
"21NC01WQ","4/18/79","12:36:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","12/13/90","11:45:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","31","Final","Actual"
"21NC01WQ","6/21/88","16:00:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","53","Final","Actual"
"21NC01WQ","8/7/79","13:10:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","9/7/88","15:40:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","83","Final","Actual"
"21NC01WQ","9/26/91","10:25:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","26","Final","Actual"
"21NC01WQ","1/24/79","12:00:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","10/19/93","15:10:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","27","Final","Actual"
"21NC01WQ","8/23/88","13:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","79","Final","Actual"
"21NC01WQ","8/23/88","13:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","11/13/86","9:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","48","Final","Actual"
"21NC01WQ","12/10/86","9:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","115","Final","Actual"
"21NC01WQ","4/4/83","10:45:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","33","Final","Actual"
"21NC01WQ","4/11/84","10:00:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","45","Final","Actual"
"21NC01WQ","4/28/93","15:55:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","57","Final","Actual"
"21NC01WQ","8/6/91","13:00:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","53","Final","Actual"
"21NC01WQ","3/20/79","12:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","9/20/83","11:45:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","10/13/83","11:00:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","1/13/86","11:00:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","11/17/83","11:50:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","1/5/84","11:15:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","8/20/84","11:00:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","4/4/83","10:45:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","2/23/84","11:30:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","7/17/85","10:40:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","10/22/85","11:30:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","12/10/84","11:30:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","3/14/83","11:20:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","3/17/86","10:50:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","3/8/84","10:50:00","","","21NC01WQ-J1330000","","","Fish Kill, Severity (choice list)"," ","0","Final",""
"21NC01WQ","6/25/90","10:30:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.56","Final","Actual"
"21NC01WQ","1/24/90","10:40:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","60","Final","Actual"
"21NC01WQ","8/28/90","13:45:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","65","Final","Actual"
"21NC01WQ","1/28/87","10:00:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.2","Final","Actual"
"21NC01WQ","11/15/89","12:00:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","63","Final","Actual"
"21NC01WQ","9/15/92","14:42:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.65","Final","Actual"
"21NC01WQ","11/28/90","12:30:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.72","Final","Actual"
"21NC01WQ","8/28/90","13:45:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.6","Final","Actual"
"21NC01WQ","8/6/91","13:00:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.5","Final","Actual"
"21NC01WQ","5/18/93","16:18:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","59","Final","Actual"
"21NC01WQ","5/18/93","16:18:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.59","Final","Actual"
"21NC01WQ","6/23/93","15:05:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","63","Final","Actual"
"21NC01WQ","1/13/93","15:07:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","28","Final","Actual"
"21NC01WQ","6/25/90","10:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","65","Final","Actual"
"21NC01WQ","3/23/93","15:11:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","33","Final","Actual"
"21NC01WQ","10/24/91","9:35:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.56","Final","Actual"
"21NC01WQ","5/23/88","15:55:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","6/20/85","10:00:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","54","Final","Actual"
"21NC01WQ","11/17/88","16:50:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","61","Final","Actual"
"21NC01WQ","11/17/88","15:50:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.34","Final","Actual"
"21NC01WQ","3/27/89","13:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","29","Final","Actual"
"21NC01WQ","10/26/84","11:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","161","Final","Actual"
"21NC01WQ","1/11/83","11:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","80","Final","Actual"
"21NC01WQ","3/16/88","14:20:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","121","Final","Actual"
"21NC01WQ","2/25/88","14:25:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","129","Final","Actual"
"21NC01WQ","7/25/95","14:30:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.64","Final","Actual"
"21NC01WQ","12/10/96","15:10:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.76","Final","Actual"
"21NC01WQ","11/7/96","15:20:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.68","Final","Actual"
"21NC01WQ","12/21/88","10:00:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","48","Final","Actual"
"21NC01WQ","11/17/93","15:45:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.51","Final","Actual"
"21NC01WQ","5/22/95","16:05:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.58","Final","Actual"
"21NC01WQ","10/16/96","15:20:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.64","Final","Actual"
"21NC01WQ","12/21/88","10:00:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","10/19/93","15:10:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.54","Final","Actual"
"21NC01WQ","4/24/95","16:28:00","","","21NC01WQ-J1330000","","","Stream stage"," ","2.76","Final","Actual"
"21NC01WQ","10/25/94","11:15:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.48","Final","Actual"
"21NC01WQ","12/3/79","11:25:00","","","21NC01WQ-J1330000","","","Stream stage"," ","3.29","Final","Actual"
"21NC01WQ","7/16/96","14:10:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.6","Final","Actual"
"21NC01WQ","2/27/96","14:40:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.74","Final","Actual"
"21NC01WQ","10/14/87","14:40:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","139","Final","Actual"
"21NC01WQ","1/26/88","15:20:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","30","Final","Actual"
"21NC01WQ","2/25/88","14:25:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","1/26/88","15:20:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","3/16/88","14:20:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","5/25/72","12:45:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","8/11/82","10:45:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","69","Final","Actual"
"21NC01WQ","3/25/75","13:45:00","","","21NC01WQ-J1330000","","","Stream stage"," ","18.69","Final","Actual"
"21NC01WQ","9/20/85","11:00:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","12/11/78","16:50:00","","","21NC01WQ-J1330000","","","Stream stage"," ","3.89","Final","Actual"
"21NC01WQ","6/20/84","12:00:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","76","Final","Actual"
"21NC01WQ","2/23/84","11:30:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","8/26/85","11:25:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","5/12/75","14:20:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","2/20/86","11:05:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","4/20/90","10:30:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.7","Final","Actual"
"21NC01WQ","5/13/80","13:10:00","","","21NC01WQ-J1330000","","","Stream stage"," ","3.29","Final","Actual"
"21NC01WQ","3/12/75","14:55:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","11/17/83","11:50:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","1/22/85","11:40:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","1/27/77","0:00:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","4/4/83","10:45:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","1/11/83","11:30:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","11/4/82","11:55:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","10/24/86","11:00:00","","","21NC01WQ-J1330000","","","Stream stage"," ","0","Final","Actual"
"21NC01WQ","12/10/86","9:30:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.23","Final","Actual"
"21NC01WQ","2/23/84","11:30:00","","","21NC01WQ-J1330000","","","Stream stage"," ","6.15","Final","Actual"
"21NC01WQ","9/20/85","11:00:00","","","21NC01WQ-J1330000","","","Stream stage"," ","0.85","Final","Actual"
"21NC01WQ","3/8/84","10:50:00","","","21NC01WQ-J1330000","","","Stream stage"," ","2.46","Final","Actual"
"21NC01WQ","8/26/85","11:25:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.34","Final","Actual"
"21NC01WQ","1/11/89","14:45:00","","","21NC01WQ-J1330000","","","Stream stage"," ","0.98","Final","Actual"
"21NC01WQ","3/4/82","13:20:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","75","Final","Actual"
"21NC01WQ","11/13/84","11:00:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","12/8/82","11:17:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","6/20/84","12:00:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","6/11/82","11:10:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","11/5/74","12:35:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","9/14/84","10:20:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","1/5/84","11:15:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","12/15/83","11:00:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","3/8/84","10:50:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","11/12/85","11:35:00","","","21NC01WQ-J1330000","","","Stream stage"," ","0.87","Final","Actual"
"21NC01WQ","2/26/75","0:00:00","","","21NC01WQ-J1330000","","","Odor severity (choice list)"," ","0","Final",""
"21NC01WQ","11/27/79","10:15:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","46","Final","Actual"
"21NC01WQ","10/22/85","11:30:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1","Final","Actual"
"21NC01WQ","3/17/86","10:50:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.27","Final","Actual"
"21NC01WQ","5/25/84","10:55:00","","","21NC01WQ-J1330000","","","Stream stage"," ","0.92","Final","Actual"
"21NC01WQ","8/11/82","10:45:00","","","21NC01WQ-J1330000","","","Stream stage"," ","3.48","Final","Actual"
"21NC01WQ","10/14/82","11:20:00","","","21NC01WQ-J1330000","","","Stream stage"," ","0.97","Final","Actual"
"21NC01WQ","10/22/81","12:10:00","","","21NC01WQ-J1330000","","","Stream stage"," ","3.47","Final","Actual"
"21NC01WQ","6/17/80","12:30:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","60","Final","Actual"
"21NC01WQ","8/16/78","11:55:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","125","Final","Actual"
"21NC01WQ","9/14/81","10:20:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","68","Final","Actual"
"21NC01WQ","5/10/83","11:30:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","130","Final","Actual"
"21NC01WQ","6/21/78","11:40:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","89","Final","Actual"
"21NC01WQ","4/12/78","11:30:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","89","Final","Actual"
"21NC01WQ","11/5/74","12:35:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","140","Final","Actual"
"21NC01WQ","9/30/76","0:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","92","Final","Actual"
"21NC01WQ","4/8/80","12:20:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","82","Final","Actual"
"21NC01WQ","1/20/81","11:07:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","89","Final","Actual"
"21NC01WQ","9/14/77","0:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","84","Final","Actual"
"21NC01WQ","1/26/78","9:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","58","Final","Actual"
"21NC01WQ","7/15/81","9:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","67","Final","Actual"
"21NC01WQ","9/22/75","0:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","86","Final","Actual"
"21NC01WQ","3/28/78","12:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","58","Final","Actual"
"21NC01WQ","12/10/80","18:20:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","95","Final","Actual"
"21NC01WQ","2/4/76","11:30:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","57","Final","Actual"
"21NC01WQ","1/15/80","13:10:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","110","Final","Actual"
"21NC01WQ","7/13/79","11:40:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","130","Final","Actual"
"21NC01WQ","4/13/81","13:10:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","77","Final","Actual"
"21NC01WQ","11/13/84","11:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","63","Final","Actual"
"21NC01WQ","2/11/81","15:25:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","180","Final","Actual"
"21NC01WQ","5/31/77","0:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","58","Final","Actual"
"21NC01WQ","11/19/80","14:45:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","51","Final","Actual"
"21NC01WQ","2/22/77","0:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","140","Final","Actual"
"21NC01WQ","10/11/78","9:30:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","80","Final","Actual"
"21NC01WQ","11/4/82","11:55:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","140","Final","Actual"
"21NC01WQ","12/7/77","0:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","61","Final","Actual"
"21NC01WQ","12/11/78","16:50:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","63","Final","Actual"
"21NC01WQ","3/10/77","0:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","80","Final","Actual"
"21NC01WQ","2/21/78","12:30:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","72","Final","Actual"
"21NC01WQ","3/25/75","13:45:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","67","Final","Actual"
"21NC01WQ","5/5/79","10:05:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","50","Final","Actual"
"21NC01WQ","2/28/74","12:30:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","60","Final","Actual"
"21NC01WQ","8/10/76","0:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","110","Final","Actual"
"21NC01WQ","10/6/77","0:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","140","Final","Actual"
"21NC01WQ","4/18/79","12:36:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","59","Final","Actual"
"21NC01WQ","11/20/75","10:15:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","110","Final","Actual"
"21NC01WQ","4/7/75","16:50:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","52","Final","Actual"
"21NC01WQ","1/24/79","12:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","55","Final","Actual"
"21NC01WQ","1/15/76","11:30:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","81","Final","Actual"
"21NC01WQ","6/21/76","0:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","84","Final","Actual"
"21NC01WQ","12/5/74","15:00:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","140","Final","Actual"
"21NC01WQ","3/20/79","12:30:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","66","Final","Actual"
"21NC01WQ","11/28/95","14:30:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.68","Final","Actual"
"21NC01WQ","11/20/75","10:15:00","","","21NC01WQ-J1330000","","","Stream stage"," ","19.3","Final","Actual"
"21NC01WQ","12/14/95","14:15:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.68","Final","Actual"
"21NC01WQ","6/28/71","11:50:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","4/29/76","16:50:00","","","21NC01WQ-J1330000","","","Chemical oxygen demand","Total","210","Final","Actual"
"21NC01WQ","6/21/95","14:05:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.62","Final","Actual"
"21NC01WQ","8/4/71","13:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","10/18/88","10:25:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","48","Final","Actual"
"21NC01WQ","11/20/78","9:45:00","","","21NC01WQ-J1330000","","","Stream stage"," ","3.29","Final","Actual"
"21NC01WQ","8/26/80","13:10:00","","","21NC01WQ-J1330000","","","Stream stage"," ","3.46","Final","Actual"
"21NC01WQ","2/12/85","11:40:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","90","Final","Actual"
"21NC01WQ","3/23/95","15:14:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.65","Final","Actual"
"21NC01WQ","2/20/86","11:05:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","133","Final","Actual"
"21NC01WQ","8/26/85","11:25:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","32","Final","Actual"
"21NC01WQ","6/23/93","15:05:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.58","Final","Actual"
"21NC01WQ","9/15/93","15:15:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.56","Final","Actual"
"21NC01WQ","8/12/93","11:00:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.43","Final","Actual"
"21NC01WQ","12/16/87","13:55:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","12/16/87","13:55:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","45","Final","Actual"
"21NC01WQ","11/18/87","15:40:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","11/18/87","15:40:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","77","Final","Actual"
"21NC01WQ","7/23/86","10:40:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","113","Final","Actual"
"21NC01WQ","12/11/80","18:20:00","","","21NC01WQ-J1330000","","","Stream stage"," ","3.7","Final","Actual"
"21NC01WQ","8/25/86","10:10:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","4/18/79","12:36:00","","","21NC01WQ-J1330000","","","Stream stage"," ","3.79","Final","Actual"
"21NC01WQ","1/24/79","12:00:00","","","21NC01WQ-J1330000","","","Stream stage"," ","6.29","Final","Actual"
"21NC01WQ","11/16/81","14:25:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","31","Final","Actual"
"21NC01WQ","3/12/92","13:20:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.8","Final","Actual"
"21NC01WQ","3/15/76","11:00:00","","","21NC01WQ-J1330000","","","Stream stage"," ","19.25","Final","Actual"
"21NC01WQ","7/17/85","10:40:00","","","21NC01WQ-J1330000","","","Stream stage"," ","0.94","Final","Actual"
"21NC01WQ","6/16/86","12:00:00","","","21NC01WQ-J1330000","","","Stream stage"," ","0.86","Final","Actual"
"21NC01WQ","4/19/92","13:40:00","","","21NC01WQ-J1330000","","","Stream stage"," ","1.65","Final","Actual"
"21NC01WQ","1/22/85","11:40:00","","","21NC01WQ-J1330000","","","Stream stage"," ","0.94","Final","Actual"
"21NC01WQ","5/18/82","12:30:00","","","21NC01WQ-J1330000","","","Stream stage"," ","3.45","Final","Actual"
